"","QRICH1","SLC1A4","ABCA7","ATAD3A","SLC35A4","AGR2","GCN1","SLC3A2","DELE1","SLC7A11","ATF4","HERC5","SLC7A5","ARIH1","NARS1","RPAP2","APAF1","BATF2","BBC3","EIF2S1","BCL2","BATF3","BIRC2","BOK","OMA1","BIRC3","EIF2AK1","BIRC5","IMPACT","ATG3","NFE2","ATG5","NFE2L3","ATG7","CREBZF","GABARAP","EIF2AK4","GABARAPL2","CEBPE","NBR1","EIF2AK3","FOSL1","SQSTM1","FOS","ASNS","CREB3","BECN1","NFE2L2","EIF2AK2","JUN","MAP3K20","BATF","MAF","CEBPD","MAP1LC3A","LIG4","SLC38A2","DDB1","IRGM","CEBPG","DDB2","CEBPB","DDIT4","JUNB","ATF6","TMED2","HSPA5","CEBPA","NCK1","DDIT3","PIK3CA","MAFB","AKT1","IBTK","NCK2","MTOR","ACTG1","EIF2B1","EIF2S3","PPP1CA","RPL7","PTPN1","SESN2","WARS1","BCL2L11","PTPN2","ERN1","ERO1A","PPP1R15A","PPP1R15B","TRIB3","XBP1","TMEM33","ERCC1","ERCC2","ERCC3","GADD45A","BNIP3L","ATF3","ATF5","CBX4","EGLN2","EGLN3","LMO4","NFKB1","TFE3","TFEB","TXNIP","BIRC7","NAIP","NUPR1","PMAIP1","SIAH1","SIAH2","TNFRSF10B","XIAP","ATG10","ATG12","ATG16L1","GDF15"
"NFE2",0.00624574105171307,0.090443496770262,0.124807747419228,0.0150773416633094,-0.008548672821962,0.0971435197783561,0.0423837931582315,0.0360541580482497,0.00643483595592054,0.0880046753658443,-0.00493798199979316,0.0737061568751899,-0.031376189022018,0.0267406451196836,0.00830457961391758,-0.018242083702476,-0.101105153834006,0.119825808825442,0.0316069515913422,-0.0346268664677655,0.0492704998221692,-0.101346300579655,-0.0946005012287759,-0.134480868567611,0.0761075192342633,0.0341174704193854,-0.00863075822631197,0.0671000262951202,-0.0227585154241941,0.00392848688786192,1,-0.032442476826801,0.0696517848676254,0.0739138370032075,-0.0828746759073103,-0.0145358477628136,0.0517938416092161,-0.0815620329203575,0.0956186161924338,-0.0485890247272122,-0.0315392005003723,0.0561846956082704,0.0126935699118629,0.0173676604802033,-0.0310085804517052,0.0115218298655764,0.0439272770660911,-0.0174182939433675,0.0743356470101536,-0.0640078455344009,-0.0322073862495087,0.102037321206935,-0.0922165917618914,-0.0189224630053178,-0.152651396906699,-0.0141862239817368,0.0432657129318021,0.0305468901615464,0.0437348584773008,-0.0174411048862293,0.0552808547112493,-0.0486267389625902,-0.0995536886707964,-0.00489442367232985,-0.0121169204607526,-0.0289841994065217,0.0155336147503412,0.0336800832135996,0.0364549922389947,-0.0710450185327056,-0.0847159054504029,0.0727928837977983,0.0300779912705252,-0.0235867358326453,-0.253049083238946,0.0697894823340493,-0.101865309659645,-0.0289153269704359,-0.00578864314731754,0.0565024232031505,-0.0487044345369211,0.00576686563533774,0.0756668701650251,0.0224818687887038,-0.0312648739535301,0.127407566666448,-0.100359612541245,-0.109965464292134,-0.0205218248787398,0.0154843535688742,-0.0374728651279911,-0.0560879104818757,0.032693299826536,0.0239935073068382,-0.0814724398399781,-0.0202263041374221,0.0648324018568353,-0.107894615468281,0.0208887492179632,-0.0252203133673832,-0.0104047051431962,-0.0507169430510053,-0.14393123690358,-0.0956426783527539,0.0390954237937056,-0.065599292471348,0.0425464815525492,0.13110446017946,-0.0769458937835585,-0.00383017260979777,-0.0461310369900492,0.172168633654901,-0.0758316927108025,-0.133951282482509,0.0229058116879799,-0.103741642032153,-0.0644396463607574,-0.0015010628880148,0.0345964505569116,-0.0159995327038934
"ATG5",0.384862601130716,0.318456967732125,0.12519853072139,0.332003885628933,0.221067041789831,-0.105069214172933,0.426022246255553,0.329052425828456,-0.108661299445686,0.51876753835254,0.11330785349087,-0.0698837933237394,0.459643686211738,0.258425891557102,0.4606797437027,-0.448447485609324,0.00612761330101912,-0.00854074536590738,-0.204964697663302,0.687975108105343,-0.275458913855887,-0.0127545443014507,0.46456644874525,-0.183188927245959,0.058996819532886,0.028411119548906,0.406376706616903,0.253394630024519,0.21599226443604,0.462106022385143,-0.032442476826801,1,-0.126140521685226,0.264797937858333,-0.333435980140649,-0.166064942176155,0.505714049798441,0.173525267340108,-0.155608957167239,0.164027372613915,-0.211977873190655,0.125680041412294,-0.0479882052174456,-0.327138713902719,0.477619735980062,0.356806267505779,0.526670689743353,0.254457971692594,0.133669021457928,-0.423291296250574,-0.161164630894332,0.156671564715488,-0.354781810598945,-0.115695686810999,0.206414762215695,0.313583494302879,0.202483008569491,0.302698539530491,-0.294801864524885,0.211480728127896,0.113134598407793,-0.11027190664723,0.021296738719784,-0.414892934160557,0.416233441993221,0.483826939395399,0.0695644896978962,-0.13312107421569,0.183304043007596,-0.162456894566469,0.274648339046839,-0.421345839532138,0.368602726340585,0.430914261713032,-0.0845814792515355,0.569239174329856,0.187457600956119,0.451776586482326,0.262425263699974,0.362153859454099,0.0805286279236965,0.46992202837594,0.146112151051354,0.338649708292285,-0.30757286005575,0.160819881473728,-0.112499682619207,-0.301655459582069,-0.159395057323368,-0.0217817960363519,0.054305991962195,0.203567414508532,0.475568805128405,-0.0856660812787163,0.183069115549535,0.34023457318236,0.198198115211245,-0.294775716968524,-0.182595763497986,-0.132256489915164,0.114878418999614,-0.0687665407570903,-0.456636388818157,-0.0216854266123922,0.0445059989774146,0.364151637733362,-0.0193939567720954,0.246529246060918,-0.294700618184558,-0.4052879241601,0.115085473029612,0.156818972386293,-0.175929796550366,-0.00852430556803187,0.311502390536134,0.0743452043455714,-0.21803073528141,0.408184931963674,0.336886995055548,0.0915887567339918
"NFE2L3",0.0206027747796806,0.0228119411537523,-0.227707326939313,0.187905319923566,-0.384582641087245,0.0702631166458644,0.0450124696875988,0.154456017902791,-0.053471268980184,-0.0360552183413411,0.334000108862615,0.170943024243541,-0.0500236880766938,-0.0010393517494628,-0.313224027159022,0.051757344726989,0.181919357223426,-0.0962262966411496,0.0968967042578414,0.00714141995479089,0.169444563530903,0.274074073201007,-0.216841867960832,0.0306352261459005,-0.107255057161234,-0.083141965631394,-0.223048433856902,0.239132253180694,-0.189380417441955,0.163585117768426,0.0696517848676254,-0.126140521685226,1,0.163713922809764,0.249972528946883,-0.0825240281677666,0.0147090663042914,-0.546359148793155,0.124763745289755,-0.123545162147612,-0.300260921684808,0.214224542037781,-0.119915845005075,-0.0860217401704386,0.00790906266700443,0.0114858685198533,-0.128889075688646,0.0374880166359443,-0.132148309007063,-0.281596958033572,0.18667400787518,-0.0870686002348428,-0.0954142001876183,-0.0511412112787611,-0.194658009791063,-0.448765522861104,0.111198719531214,-0.173481126118778,0.0305184716789425,0.125808744681402,-0.250724384409654,0.0960184062068996,-0.0441087445252883,-0.203990665828119,-0.355244903109939,-0.128777747578316,0.211343645107806,0.0977931078973624,-0.0310282017336621,0.15196382792023,-0.403071168557551,-0.0450518584614256,-0.0173678297145741,0.0326882349335731,-0.0374243156791362,-0.144371827473967,0.238222888480446,-0.149152454359026,0.000364583758695167,0.0629760802005962,0.141542874463072,-0.185471634669077,-0.0275548651796321,-0.15373955799326,0.162449179930692,0.351154697372118,0.0504976190479059,-0.178437843614895,0.285778000287485,0.265508330313005,0.0819829990528307,0.201746581268815,0.0796212459495935,0.158383067634755,0.139532699103514,-0.142435180614158,0.161277119250412,-0.191709764643256,0.203144431092133,0.041273554977331,0.162169657520514,0.0364848842970683,-0.0536817351316687,0.0297433294257188,-0.0926010757233178,0.126526484655245,0.210005243723658,-0.305126562443074,0.0661099156587864,-0.00830516456959811,-0.26608505222793,0.414775459060649,0.305421631687249,0.140443375235277,-0.0510746060693282,-0.0100579800769865,0.0396299011199686,-0.315143715648035,-0.0830104149603858,0.0870477487988293
"ATG7",0.159493775648775,-0.0946379025607476,-0.114617267584256,0.546748572511193,0.143261228982865,-0.0870550378624968,0.461288500032538,-0.0448033444596249,-0.0880838071776295,0.126783528250816,0.0947625184396751,-0.269238085877676,0.0645150929304676,-0.382374502368483,0.21042105500588,-0.262481071573075,0.271341802077167,0.226038587199102,-0.215409294727107,0.340682290109102,-0.164678350944322,0.220108873506941,-0.070331857988063,0.0150918377096711,-0.0973919328647797,-0.0528557479928206,0.0272981873906008,0.539482171122222,0.190866160168414,0.244807122313725,0.0739138370032075,0.264797937858333,0.163713922809764,1,-0.0304088415507333,-0.241153911714907,0.523127514634493,-0.28374878794484,-0.12913898302275,-0.0354953753333066,-0.478307365445231,0.324657923818781,-0.091082999254617,-0.0389532262865481,0.205816515463741,0.141273676256581,0.291503046205518,-0.214170876789647,-0.0436915398417066,-0.269057265058599,-0.143757279993898,-0.0200490296521364,-0.150524173570107,0.0106161172244316,-0.0686683178110068,-0.148986992998897,0.0444257852479771,0.234838463902788,-0.29650773836585,0.0706302697258738,-0.16340989071552,-0.0680849403757474,0.0531022301212685,-0.167428201490727,-0.114276300746817,0.0720454807208746,-0.0279018098741446,-0.0610254825256362,-0.118193884427743,-0.272527343594033,-0.150165121920243,-0.264236150536276,0.361682781716796,0.154697657231438,-0.08831820508936,0.263527188225577,0.250012335648909,0.348041305344529,0.251459933158698,0.623563270872616,0.235234055366963,0.124319681316003,0.00164329461948879,0.220418755530504,-0.261546366867922,0.295344623367339,-0.460609257157696,-0.255734238695335,-0.212489065521216,-0.0614014612040156,-0.160831415588397,-0.0225578941359297,0.0129085825746968,0.292819646133463,0.194396600096468,0.00584558215944162,-0.194206207928307,-0.322045408135513,-0.18985368914539,-0.0903038235783324,-0.188453190158735,0.229977772374836,-0.348340659178991,-0.106452205107664,0.306441137162341,0.201577920508996,-0.153080882087806,0.0147306740508103,-0.239462159252963,-0.134531666663285,-0.0945657285865198,0.292084148946128,-0.189015043724074,-0.296792605341623,-0.17013120392399,-0.347019954990199,-0.255504224781927,-0.103129152775848,0.0272989986233713,-0.26242034642373
"CREBZF",-0.330050205498088,-0.358122737882585,-0.246161904362815,-0.246566392938833,-0.266083262430203,-0.0503276786089852,-0.332062536781896,-0.294141169206621,0.15302497721282,-0.400542515399428,0.0808943308103201,-0.056371614713436,-0.475030884320692,-0.345358086731158,-0.487838266171623,0.305251558051088,0.241404981913515,-0.0809501888480687,0.173356092445994,-0.417838140307681,0.0868850241349086,-0.00272204712045797,-0.464245258276385,0.160520195407439,-0.109820277573837,-0.150538622898898,-0.455116282778867,-0.175807711470759,-0.118724343606773,-0.359408942839908,-0.0828746759073103,-0.333435980140649,0.249972528946883,-0.0304088415507333,1,-0.00515846691565329,-0.234335551493997,-0.288962553643107,-0.0351324836751144,0.135290602098843,-0.0946474316203312,-0.436513410042401,-0.223680483830787,0.278111888214092,-0.144855005433818,-0.184179666969865,-0.355443484490946,-0.127492143049498,-0.254944199251026,0.448881812861984,0.280849487834087,-0.226891193720036,0.250236770741381,0.388515713768058,-0.0951709592718314,-0.295753075338717,0.0316307702265447,-0.419465379974121,0.125254568753003,0.0176330243658528,-0.0572029905564503,0.18116052735972,0.201056163738801,0.21238145784067,-0.386613686470036,-0.505069539371584,-0.128957964677075,0.0854677260862769,-0.0476767289099724,0.288141655612469,-0.156560112201366,0.227881979955147,-0.207287378755855,-0.220408964272678,0.122420476148588,-0.458227242520212,0.038215132550138,-0.135297873625335,-0.31098368183398,-0.360240186548951,0.105047637938713,-0.437811713732946,-0.202845104959782,-0.373262847984374,0.311860874354163,0.0708530923921775,0.127662616089097,0.00759840566175161,0.171134107417451,0.230922759962308,-0.0187377189344392,-0.0195281211682802,-0.516287994190183,0.146269420185153,-0.0644916386950447,-0.18924152901896,-0.171913602169346,0.187499756788705,0.0816758883466771,-0.114342186783185,0.050931778605217,0.0243214471476886,0.293109128148961,0.0785069101367471,-0.0370044997185716,-0.0928734664474539,0.219221719090051,-0.240080240980422,0.0708047650248448,0.337800103638611,-0.051373685671345,-0.0335291110174818,0.269380707180487,0.290814511673461,-0.322946841734366,-0.194651416633844,0.167417150081916,-0.30116067156177,-0.0609360321132833,-0.0724137146659316
"GABARAP",0.195169928673325,-0.38247708487026,-0.239931095236179,-0.388705179817111,-0.493291639312048,0.23797028892073,-0.58368553996386,0.275021554452594,0.267887689222331,-0.312626893173049,0.277921050527969,0.238566072507398,0.0336613691044739,0.173990466361757,-0.361195101867544,-0.27073878212092,-0.534525990046281,0.3488443431864,0.592031362385407,-0.22458539200367,0.605484656840984,-0.201909426337604,0.0110955826144604,0.128274152451202,0.0157468903950926,-0.00350459111733001,0.206971225780984,-0.53197852138927,-0.0979032787642922,0.214628414391162,-0.0145358477628136,-0.166064942176155,-0.0825240281677666,-0.241153911714907,-0.00515846691565329,1,-0.405899826684642,0.426465696711541,0.0638252959397468,0.346033702842768,0.280602084644203,-0.0508901780257318,0.806634184657941,-0.25281687529967,-0.354440882535561,-0.466382472116003,-0.0417534142540647,0.416867210841658,0.423650487236905,0.205195380252996,0.13754964486501,-0.185946770799996,0.614346684885282,-0.310553695647428,0.0258561239281098,-0.352764538207559,-0.656019062928934,0.219869628579823,0.178171052544118,-0.027030889061061,0.222894118346298,0.625331749533922,-0.518254848896578,0.0527379191545437,-0.113284578395727,0.172688861204659,0.214898053348826,0.0491466735150956,0.508021546177635,0.556887989258415,-0.109353149284567,0.359859154010355,-0.516766263467883,-0.07600326438877,0.328036832143369,-0.386930708009837,0.0341792759204497,-0.491055664107271,0.187103564026814,-0.39317506097532,0.492162914710056,-0.60638135524778,-0.0741208809262958,-0.0163072278040469,0.58567691679768,-0.143802534967764,0.339041621097283,0.49765583773253,0.572775499998446,-0.214198794808829,0.355964638523903,0.126883258057416,0.0829295374071087,0.00672650162495855,0.181119573383677,0.250983764239719,0.235963951678886,0.675970975507357,0.266273383158461,0.0378369489304635,0.167611061601618,0.347025586406261,0.103453999560857,0.357842035728131,0.0843565868026651,0.199439864597442,0.0772108200236549,-0.143191544555212,0.0609464137197967,-0.134604380453844,0.333233053263205,-0.153634920711826,0.654204862678171,0.230846365030483,0.262564854652037,0.470933464057956,-0.157614228316593,0.479560817900415,-0.35306640261847,0.444286742383595
"EIF2AK4",0.186980582251882,0.0409017531955572,0.133596524956971,0.4969701018767,0.350729032011024,-0.167571075212,0.645441506969542,-0.0412510637131214,-0.289313640365549,0.434529555454252,-0.0821413726240593,-0.38065813444094,0.375773275020389,0.122253823780241,0.526184985191,-0.285380003727748,0.355455299525689,-0.0277113251605909,-0.436077203498827,0.617377510042944,-0.558170199250855,0.0614428310395669,0.275146024796686,0.0382421740909526,-0.174758987966447,-0.268738840614992,0.177823186906525,0.432249606689923,0.39894936954371,0.26262411165708,0.0517938416092161,0.505714049798441,0.0147090663042914,0.523127514634493,-0.234335551493997,-0.405899826684642,1,0.0206454689296108,-0.156047456323294,0.118288168330472,-0.523456356523433,0.270886203912958,-0.270889088056348,-0.0982030112789269,0.354283434374118,0.541206521912161,0.634962332139957,-0.217965392208234,-0.045164253818238,-0.446771524170552,-0.0392438904542795,0.150104972567198,-0.589214404561414,0.000291067478705334,0.293378670397429,0.27968667974614,0.295550082478104,0.425625059500642,-0.377714118292293,-0.186544938681673,-0.0284580547897664,-0.327667657910037,0.165093196402564,-0.352895291894794,0.278575311177263,0.127573137091891,-0.221459309575565,-0.191760680022446,-0.197341226583646,-0.4988601827204,0.222874796094971,-0.651112634185085,0.566748953254149,0.317134329352623,-0.208188394384362,0.65117906727053,0.373019555964831,0.613086765462587,0.0265920407935278,0.655764824466545,-0.00256819755824364,0.684585850543668,-0.0330386119993068,0.0958238760106905,-0.62775201752576,0.158750659527235,-0.562066437620785,-0.39597413010889,-0.440819270268329,-0.0664836042929091,-0.377951004021243,-0.257297429065642,0.203043260053148,-0.0660858201090186,0.252757234844628,0.248178347494086,-0.104323225874597,-0.420610179732464,-0.220441249064441,-0.310983112067477,-0.0618111713118333,-0.0225473233902778,-0.543547270088736,-0.381591514718347,-0.0960527038874392,0.23637940583333,-0.162543253474843,0.184508483833747,-0.376005423490353,-0.316904995861886,-0.0605165001136268,0.194981001805383,-0.52519044658193,-0.387874130312701,0.0627739342599422,-0.278308491587319,-0.112715893550076,0.157341427559773,0.328117385825715,-0.273335823428671
"GABARAPL2",0.063550028836565,-0.0910620078612507,0.277266167880232,-0.456594898410941,0.0441195791712838,0.0953805123244189,-0.230578775848514,-0.00330599891756954,-0.0112773460457119,0.00752434973188456,-0.201382409679339,-0.0881460608214121,0.203617770831175,0.382419829048046,0.197763978728913,-0.123409717014851,-0.339428118245582,0.126542121566483,0.188607440474415,0.0407134254793492,-0.0686673384090062,-0.381682537180807,0.355007347114898,-0.0235640463320388,0.110646053867356,-0.0406881483169881,0.328229072743161,-0.55375631938644,0.219740033646613,-0.0384197493238224,-0.0815620329203575,0.173525267340108,-0.546359148793155,-0.28374878794484,-0.288962553643107,0.426465696711541,0.0206454689296108,1,-0.0958097221621948,0.569708922353581,0.234613056674571,-0.268231041907425,0.342488113105473,-0.115300348302985,0.00233943542905125,-0.0268752174386467,0.400269538686974,0.158509535271603,0.224735510161176,0.235139766962784,-0.0963608121242319,0.0168708957761215,0.128434401573506,-0.0731660391521263,0.470710309527668,0.379868607363254,-0.194324182371488,0.306178119543322,0.0455663202626119,-0.208072056702222,0.413812910696066,0.128677919716586,-0.111972086544411,0.0079520426518631,0.323685948052622,0.179952634466681,-0.304414997491435,-0.0546999477731833,0.155583331080798,0.0472815159159992,0.511389378858687,-0.093424644715697,-0.161272305215283,-0.04632117990278,0.00169380174594107,0.0492693152252408,-0.159325983773088,0.0117450622218518,0.0726561253498537,-0.310568813111167,0.143532700033706,0.139372879122802,-0.0134694205679379,0.0538603115069367,0.0163831805813345,-0.41008792091798,0.101839581326824,0.199505586877707,0.00375034495631428,-0.267963441866368,-0.0216593968997748,-0.272381203725826,0.0442692598068225,-0.232313643760193,-0.0618975017018755,0.245785649191481,0.10562930432168,0.435302103138785,-0.0518729159190105,-0.0600077295225169,-0.0290000386815023,-0.0313374416211768,0.0483124492161521,0.0941563475680741,-0.0824453500155855,0.0755582504722837,0.00492970319815437,0.319945450401373,-0.0877549684832621,-0.196925893111836,0.367473538136718,-0.50964032329195,-0.0889863452818356,-0.0353296764404762,0.299917659503586,0.285634748531959,-0.0900449003103542,0.692786893140177,-0.0216553636347231,0.192632361528188
"CEBPE",-0.0341684761584923,-0.134841340167905,-0.0587690567577089,0.0191765950326694,-0.135157370818559,0.11212127687433,-0.0555387445936755,-0.0266698302384393,-0.0257177764732691,-0.163627239272811,-0.0789244317657098,0.110731567485612,-0.17421842239621,-0.000693732352214615,-0.197904372688775,0.129860722981602,-0.0176925256658748,0.0191401353161111,-0.00385102657456404,-0.105409752512111,0.134115007201742,0.066703193353588,-0.0772807956914496,-0.0869328230567952,-0.0813144433367901,-0.0199897839861089,-0.118998939470995,-0.0196290876501296,-0.166533242363941,0.00444648107655868,0.0956186161924338,-0.155608957167239,0.124763745289755,-0.12913898302275,-0.0351324836751144,0.0638252959397468,-0.156047456323294,-0.0958097221621948,1,-0.178406533295911,0.0716927696983066,0.106288117047734,0.0938285625497684,-0.0672107166870262,-0.286564524926697,-0.0861452712691508,-0.147297524959406,-0.12170914367381,-0.00192909163195679,-0.0563783514605288,-0.00851927827797542,-0.0236274847845287,0.153810637641208,-0.122834048475108,-0.135892763055338,-0.180332584347539,-0.131274666134022,-0.0215350540375551,0.152605908819148,-0.188995841627654,-0.0862079051414772,0.112155125614649,-0.115030280343275,-0.00854098324347105,-0.218953642955564,-0.105276261500695,0.0882432949739012,0.0375306545859369,-0.038544758187915,0.058491498664868,-0.246948349525772,0.137784631591219,-0.141263926326846,-0.16632631075136,0.0451795474159751,-0.193736046417712,-0.0261373035675105,-0.127866769999572,-0.0868913708318795,-0.0806349318006444,-0.111008421417476,-0.0956991370017745,-0.115763755087662,-0.191412945939579,0.135347984970039,-0.0521067353448961,0.10797116082699,0.134450139565796,0.0859477409926892,-0.0924442608855766,-0.0388974825317089,-0.0433899417718553,0.0251700526280963,-0.0191834464258637,-0.00309453535813104,-0.119748755380799,0.0104948701310305,0.0208632002005514,0.0583059442011394,0.13564596568562,-0.0709844696201764,0.0631410617730702,0.0556565618958152,-0.00961502264731513,-0.0129472503852558,-0.0720149658489743,0.0243879439407759,-0.179324862819729,0.209390200204155,0.079799667804684,-0.0853399548461469,-0.00914859517403894,0.107590626500144,-0.0126597808595881,-0.0254153672539579,0.148815814189812,0.0928551979932996,-0.0321694765582406,-0.0850152907152307,0.0352664434050535
"NBR1",0.0968019286483525,-0.13299640472998,0.208559042293649,-0.271488510833798,-0.285939516557338,-0.0168280152823118,-0.149023151724104,0.0923276256855769,-0.0800090223305176,-0.0342586390165289,0.034973802311152,-0.120633127961851,0.0912011672383495,0.234634408717719,-0.0972384846037202,-0.272396090110152,-0.225703319551571,-0.0147629682569845,0.374726756778248,0.12101114230918,0.0294086262727465,-0.252399569729546,0.0594001764421608,0.0117800374270624,0.080041814144646,-0.0951175632142108,0.139687504806022,-0.380678150147201,0.00742702037231034,0.169292374352375,-0.0485890247272122,0.164027372613915,-0.123545162147612,-0.0354953753333066,0.135290602098843,0.346033702842768,0.118288168330472,0.569708922353581,-0.178406533295911,1,-0.165338894063482,-0.410174465763138,0.187991168644546,-0.287358030867707,0.134348081245424,0.167223950265122,0.486317572912504,0.269087124379168,-0.00413310419699796,0.144572651585062,0.0921631719837746,-0.0809897551152325,0.0464946605696311,0.168905463126222,0.576442072170296,-0.0194351542926726,-0.0215493971795787,0.203278148033221,-0.043409909306012,-0.135962562505846,0.392422049034801,0.407900277309486,-0.000116290257827931,-0.211380488132663,0.0265322108526424,-0.0737158577425303,-0.292204722872565,0.0878610473264379,0.271784408925083,0.31344549769964,0.145807379810124,-0.117484726321556,0.0113082677877096,-0.0971624047026588,-0.07797096731739,-0.00026484344609993,0.138732298141095,0.0275639951355774,0.124649456459385,-0.316325585990382,0.386959590651795,0.0344399844173448,-0.129047344164397,-0.146917321196637,0.134918799061524,0.0142384107545811,0.211704333951395,-0.20216182917203,0.357052950962335,-0.0501670072826252,0.0113036243005738,-0.128435381902962,0.0185311875255187,0.0477832822179836,0.145837636910916,0.184925895372125,0.296307264982965,0.353242514633683,-0.0193721790489864,-0.0668011550552075,0.325666851462054,0.199727360809795,-0.0724972304913679,0.144526107786433,-0.0766748792210316,0.425588725324745,0.397945407491169,0.0744521136312811,-0.201238662573672,-0.382602712607358,0.450937981605839,-0.283299986118816,0.118211309870199,0.196491664343323,0.25908430100586,0.215244114050707,-0.153467532974105,0.495700766372828,0.0546662119638619,0.356718879742017
"EIF2AK3",-0.0503883769732372,0.0183850504705123,0.106986040632927,-0.417394276490087,0.119696488833905,0.0607216930381336,-0.377408233891853,-0.0383052817118778,0.265389792468569,-0.125402354535743,-0.147313844440156,0.30968279543619,-0.240710601210584,0.184373794480382,-0.0195436595837297,0.226735752876531,-0.391998036517934,0.145133322716067,0.176295977360052,-0.424068521410839,0.240845793988289,-0.225925127415346,0.0716275504331654,-0.289597469105818,0.259519076623259,0.147501936231114,0.141902203298733,-0.46547325138634,-0.0237020166383673,-0.257670081108174,-0.0315392005003723,-0.211977873190655,-0.300260921684808,-0.478307365445231,-0.0946474316203312,0.280602084644203,-0.523456356523433,0.234613056674571,0.0716927696983066,-0.165338894063482,1,-0.0970040280780484,0.310076060398797,0.25709182513521,-0.339927413631561,-0.38138485149309,-0.386096662187284,0.192511702166626,0.160205547290491,0.361242175721225,-0.068855924497195,-0.021627271591868,0.320766830468995,-0.174480464187493,-0.326599698136947,0.243699183149158,-0.138872161855974,-0.0029528584857401,0.184057002440417,0.0536801479992896,0.113597401824196,0.0683313082566205,-0.147069389477934,0.427294968218347,0.266812192161787,0.15649052498052,0.219880851405948,0.183748149544226,0.250328006085779,0.159796433406034,0.25421777725801,0.462762564390858,-0.505028627576369,-0.0620989257862208,0.099864058540913,-0.234281940698271,-0.501886074951837,-0.411108429501415,-0.0285182541573675,-0.400889276727363,-0.21413112628221,-0.223072663301129,0.18472737400611,0.0482826284841088,0.309489363711057,-0.364043116378535,0.286809300059007,0.436769726946081,0.0174715500050288,0.0115608479450848,0.186870730877567,0.106087630347375,0.00180589347423092,-0.203249791639641,-0.377962169736799,-0.122317635302909,0.0341877906058122,0.286791914095096,0.157470674724259,0.250735394583139,-0.0801566023342654,-0.188941680925715,0.238739171283501,0.0956518438604438,0.0784199301803764,-0.379411922664448,-0.234937644200293,0.0997672669893575,0.119898759180653,0.34197109457202,0.00737331246176264,-0.196102920023313,0.123534794533934,0.0359390207180747,0.155057016970494,0.296607151408129,0.065175834649239,0.166657140649514,-0.118099840193843,0.133139949154746
"FOSL1",0.325918943739263,0.0141072217215063,-0.126301069343953,0.516080468640151,0.0156939029321796,0.0268726617143578,0.351975679067596,0.0661180442973378,-0.176229613944176,0.144354257326969,-0.0431900827746793,0.13631845901823,0.193083652190199,0.00520862833481,0.145739962514221,-0.265109920311922,0.0788472879646616,0.151542840151012,-0.211420376991568,0.282931750790713,0.036584789646055,0.312678240224332,0.297481285485873,-0.0668996050714734,-0.12744082410805,0.16703764557801,0.228092646240995,0.464305960429521,0.121001236984449,0.313951572328863,0.0561846956082704,0.125680041412294,0.214224542037781,0.324657923818781,-0.436513410042401,-0.0508901780257318,0.270886203912958,-0.268231041907425,0.106288117047734,-0.410174465763138,-0.0970040280780484,1,0.143896165447332,-0.0810394269380601,-0.181523749724035,0.0615495410226184,0.133039862114265,-0.103982281257369,0.246350814509248,-0.395305681410384,0.0671513567707349,-0.0106428745495747,-0.181013621752759,-0.582271738057039,-0.309611873090261,-0.152004242157881,-0.0719883057179627,0.430083362570201,-0.15855747063507,-0.142182230879372,-0.0886989631377899,-0.114942805513071,-0.332273821174499,-0.0536169952408192,-0.00309611274136681,0.262760278638981,0.274511233904345,-0.0883419124528133,-0.119048888534041,-0.258706887361175,-0.175465391810048,-0.0895547399528893,0.202049448560904,0.210533916162214,-0.0599824769626402,0.251301422414789,0.158811065338105,0.0826481823336289,0.116610718030685,0.486479496272394,-0.0404849012703428,0.148406384321606,-0.0247018384740945,0.00378795055980069,-0.28727276040072,0.16643252964576,-0.328450967052436,0.124045349719041,-0.117922310122138,-0.105784235679795,-0.183482415371174,-0.0677318335007395,0.290792376916479,0.0166071747950277,0.238262944518811,0.0886253684380369,0.109533896935863,-0.247090732660602,0.210388710692357,0.0912600734441145,-0.121409393539302,-0.0187631364313708,-0.284334082594859,-0.1443159414787,0.0743498950400689,0.132199996713619,-0.392864009322544,-0.223216421491319,-0.0501016247849753,-0.147743559986225,-0.40326704174367,0.435639238436633,-0.111996493850954,-0.396021439960062,0.0711218777462725,0.0700747673378975,-0.17566010376327,-0.0802384691390586,-0.0207199130338587,-0.13512515075598
