"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12"
"1",-0.138220595892412,-0.143991595884458,-0.766717096255736,1.61843878638054,0.0853164292456236,-0.591773722284876,0.24696165645943,2.29488125067116,0.43575468313958,0.967841065575436,-0.062257105656319,0.545253904201615
"2",0.0109085282383224,0.0909224766654786,-0.838376080470248,1.88943472208744,0.249265389269467,-0.774141068745888,-0.130084157945582,2.46822949996676,0.410474170614579,0.83843071363144,-0.134801075016746,0.671649179219339
"3",-0.253602130148929,-0.392109779227944,-0.702090644737806,-0.569203163705671,-0.292691822920907,-0.266728292776017,0.237557529668643,2.72250300507344,-0.781088563983906,0.450547613367182,0.0882352097081111,0.734534930038497
"4",1.6009379448354,-0.666446548919818,-0.245645473291971,1.36155949583268,-1.26380242031637,0.144376797687194,0.572321441375206,2.95211114424359,-0.52896197942574,0.451438737310026,1.98520131979327,0.55613743789008
"5",0.837970837797603,-0.725376326444864,-0.439933933506227,-0.527399159619644,-0.432401476500124,-0.0947534772798085,1.05309568663901,2.47560000273338,-2.17291230545463,0.193777447088949,0.106710574569837,0.678223430059588
"6",1.28740531106411,-1.5389468220312,-0.282691067669369,0.640038207863529,-1.08681621444309,0.0608653062502516,0.99693047610918,1.49782193712903,-2.83324145078496,0.302661067036154,0.565833770003181,0.371917226899717
"7",1.2100557447759,-1.3407841222596,-0.280586111323729,0.884239963968905,-0.562790770386994,0.0670218377411571,0.631808468682664,1.33036463083313,-1.04690768674127,0.807853235513447,1.00333237595231,-0.261805718851947
"8",-0.61411699113104,0.551906367866989,-0.297732548526058,1.21723099157962,-0.807807251697927,-0.700519912633387,-0.284209267095022,1.95043138545865,-0.157634751833781,0.483306550831004,-0.234358110781455,0.0977837632216245
"9",1.70051106760798,-0.697983449181339,-0.197257227162807,1.06386325603853,-1.91007249273953,-0.0732819247140797,0.406333932836791,1.90105416435733,-2.38027159806823,0.564476642404938,1.68932226943264,-0.128965455737984
"10",2.04488256738653,-0.91958533791351,-0.191826741937888,1.21096357783361,-1.6065160651947,0.165701596519591,0.634891185429135,1.84803717276015,-2.69083303115786,0.445194157770058,1.64469551807719,-0.538918319450749
"11",-0.245729157287902,-0.411196144249883,-0.104053329111171,-1.09528595658003,-0.345044086691827,0.093764745581523,0.197772474487048,1.60950092722237,-1.54351793131888,0.829608907103426,0.670036252803612,0.217427271821452
"12",1.39636470741365,-0.844415724289825,-0.132583906305201,0.228465679875957,-0.997195620484559,0.0466216876578287,0.753416327822777,1.62213121374097,-2.58184403898222,0.407137410840866,0.653521466629637,0.0245769525965358
"13",1.19447995301109,-0.146037648142145,-0.232937775295951,0.760242010587035,-0.272757270836604,0.102476792845884,0.31900193705748,2.01978735203935,-1.07556626661915,0.428075101882092,1.24802795601523,0.183319590617916
"14",1.65360988645324,-0.753865003619918,0.25184591816114,1.20962636126033,-1.00712867110662,1.31841742939055,0.342209155636651,1.07272214271539,-0.537165318258917,0.336447798979305,0.968258784085577,-0.285190751615216
"15",-0.982631966681286,1.10451629480348,-0.175606599083536,-0.0576252933968565,-0.842098202250781,0.287705181975108,1.24747643364517,1.93915159486137,0.340541796105945,1.14911562461036,-1.26967075845493,-1.03150310181275
"16",1.89549338723465,-0.66007975068458,0.141674571922644,1.4263839068717,-1.93543842755505,0.566909278390834,1.39432260461584,1.82489195648944,-1.85600596683619,-0.311885119685617,1.25574406855428,-1.42307701421115
"17",1.69038565823887,-0.95593599817274,0.112091979790107,1.47494508207375,-1.39492384370949,1.10223227768367,1.81806953940005,1.62014035399575,-1.6936210048979,-0.068203344054238,0.892914512446156,-1.29512235343295
"18",0.788144747299695,-0.761709123107548,-0.0429850144183454,-0.214745883955612,-0.620233197399969,0.794798998483815,1.69093893096652,2.26467387969892,-0.435476109224731,-0.198145781768328,-0.129642683501927,-1.48375841958889
"19",-0.0981681274571462,-0.179007988030409,0.264100637206903,-0.257807423477206,-0.190062415295154,0.982037096303092,1.04874013274644,1.00061323754126,-0.0134488784556326,0.856923238240533,-1.49686186913833,-0.855139182366886
"20",0.0195729037057642,-0.720681027145392,0.353219720390106,-0.634878127528411,0.128892764480353,0.578956519303519,1.00063412129573,0.95733718521021,0.328507768405135,0.700156386685059,-1.22621985334106,-1.34635308428382
"21",-0.842202369850956,1.22986567582478,-0.26003489399959,0.721251163948336,-0.871963080238037,-0.00472390836971054,-0.99496520283353,0.358418621961187,0.776942305566206,-1.0334022065399,0.362872068054737,1.11326548232129
"22",-0.782288186138155,0.501915702574809,-0.195627429354255,0.642040852930395,-0.808533132866529,0.169841350420591,-1.25338184803509,0.261122506305797,0.253920409830958,-1.03454247034756,-0.149839563508409,0.788703052050827
"23",-0.491700175959072,-0.0500119603219611,-0.457754455037307,0.799633777811865,0.172623903284098,-0.105444033301524,-0.867917474614799,0.817490524084189,0.210293676684057,-1.6189007577902,-0.199445561457185,0.137967407417178
"24",-0.696595366169491,0.0875298282273534,-0.612665073872129,0.474010050730668,0.153003714398066,0.0113167202289472,-0.688918098656634,0.613834563899079,-0.351105728960045,-1.1189624691995,-0.469305569564319,-0.0133624860985001
"25",-0.485469740937857,-0.33387459399747,-0.974660951838251,0.337413392587276,0.822434204199006,-0.251638705247593,-0.457468200959958,0.732692878966848,-0.574523452554106,-0.450333960149804,-1.61390069323073,-0.382013773695936
"26",-0.290445081464783,-1.02000976828617,-0.542139999784443,-0.182650473066919,0.572997788352182,-0.0936035586906167,-0.313214330653996,0.544018659665155,-0.686694480836284,-0.553920183841172,-1.3632726919705,-0.520712712120104
"27",-0.0718834933568543,-0.380449795776591,-0.799674827642491,-0.0153256408649401,0.852206951584327,-0.283284118737972,-1.42641661291523,0.926059054786003,-0.501069809518841,0.0747589513426896,-0.271530304236262,0.285209745772832
"28",-0.162934338743592,-0.298797549257903,-0.424278541329831,-0.677238608893783,0.862821276703353,-0.0510387748171123,-1.30306380291851,0.650118559530082,-0.668089714932433,-0.476754186371777,0.465858867713704,-0.656151613831713
"29",0.122552909993937,-1.04563230356767,-0.158382164717882,0.0217261733746408,0.968363227598648,-0.261567097395738,-1.89317876991128,0.241058764155134,-0.976333468789091,-0.0915406010542592,0.272016323605893,0.215045381201084
"30",0.0361960972883942,-0.527172257302978,-0.466478150564484,-0.269139189961336,1.61048923515997,-0.251988723935957,-1.42215662950378,0.021863959366025,-1.39066299116926,0.0744811975312366,0.466441691367391,-0.135113098583555
"31",0.358234716785036,-1.04735864685149,0.132032263357813,0.478683076868774,1.35535032459513,-0.197426695370717,-1.32450543286493,0.187648643713051,-0.806892621493442,-0.274813048440057,0.417000491239117,0.246487529426293
"32",-0.874527294243034,1.10505233700544,0.0764548359870901,-0.0164438988571828,-1.67402601656352,0.284756523640367,0.0349142397371188,-0.107105519236105,0.742205102682706,-1.33078659108849,0.677700292810675,1.21086349888778
"33",-0.817165871914861,0.708998398475847,0.044490668247068,-0.147167446842529,-1.66745522710067,0.360556084707025,-0.0410044210960752,-0.259722309886979,0.304449971195784,-1.37203908031102,0.0788726927827866,0.237974262089097
"34",-0.77498616976675,0.384914164021617,0.124177605009057,-0.31344483145208,-0.958283460645743,0.276983830449507,0.237978445788942,-0.0253444199187008,-0.396947254815616,-1.91459435771456,0.0549324696329293,0.0968480669169581
