"","Tissue","ComparisonFactor2","Spearman_Rho_chosen_Factor","P_ValueFactor2","AsterisksFactor2","Comparison_GDF15","Spearman_Rho_GDF15","P_Value_GDF15","Asterisks_GDF15"
"14","brain_putamen_basal_ganglia","chosen_Factor",0.101702306278597,0.174305464518806,"ns","GDF15",0.171917014121332,0.0210187102221483,"*"
"15","brain_spinal_cord_cervical_c-1","chosen_Factor",0.0946353777426505,0.252583379989434,"ns","GDF15",0.254970155953059,0.0017635881517489,"**"
"16","brain_substantia_nigra","chosen_Factor",-0.00739244589558918,0.939187867940816,"ns","GDF15",0.245421778803597,0.0101053210066018,"*"
"17","breast_mammary_tissue","chosen_Factor",0.0315329432955002,0.534677735374496,"ns","GDF15",0.364575477671344,1.05295482674567e-13,"****"
"18","colon_sigmoid","chosen_Factor",-0.242752950491457,1.65051236115955e-05,"****","GDF15",0.123654507955313,0.0300343399770405,"*"
"19","colon_transverse","chosen_Factor",-0.11630022914386,0.0296015372855965,"*","GDF15",0.04603880028184,0.390516359001406,"ns"
"20","esophagus_gastroesophageal_junction","chosen_Factor",-0.220461750348275,5.95072546036764e-05,"****","GDF15",0.329773362768277,1.04159222699639e-09,"****"
"21","esophagus_mucosa","chosen_Factor",-0.324999118236863,2.63177238096512e-14,"****","GDF15",0.267185620078556,5.54105147212903e-10,"****"
"22","esophagus_muscularis","chosen_Factor",-0.181409414555293,9.79632406913708e-05,"****","GDF15",0.338601964677607,1.07491754522525e-13,"****"
"23","heart_atrial_appendage","chosen_Factor",-0.117279669287083,0.0183671916581157,"*","GDF15",0.321554376054576,3.59790136811034e-11,"****"
"24","heart_left_ventricle","chosen_Factor",-0.106223758711818,0.0414159249321647,"*","GDF15",0.320990553914715,2.73793617368817e-10,"****"
"25","kidney_cortex","chosen_Factor",0.130849877785717,0.350350228372004,"ns","GDF15",0.125804771455299,0.369395229441814,"ns"
"26","liver","chosen_Factor",-0.117735313352276,0.102957327610683,"ns","GDF15",0.162100167517196,0.0243061377490361,"*"
"27","lung","chosen_Factor",-0.096155758742766,0.0271484853129591,"*","GDF15",-0.0367533591847516,0.399334078645282,"ns"
"28","minor_salivary_gland","chosen_Factor",-0.178906664798086,0.0231630015212419,"*","GDF15",-0.0401122213922727,0.613415111890649,"ns"
"29","muscle_skeletal","chosen_Factor",-0.211170187912635,1.78277835671568e-09,"****","GDF15",0.259982478675933,9.19404908558013e-14,"****"
"30","nerve_tibial","chosen_Factor",-0.111200706377245,0.0090527997883269,"**","GDF15",0.233757679010047,2.91181302835661e-08,"****"
"31","ovary","chosen_Factor",-0.175894796369953,0.0225693711368982,"*","GDF15",0.251910428283747,0.000987577828351321,"***"
"32","pancreas","chosen_Factor",-0.134257575466024,0.0202151763598663,"*","GDF15",0.0300075470776763,0.605280428499354,"ns"
"33","pituitary","chosen_Factor",0.0742258861822858,0.234796146744398,"ns","GDF15",0.306249057492455,5.26903823506399e-07,"****"
"34","prostate","chosen_Factor",0.0256139884623376,0.725744265499092,"ns","GDF15",0.122834953792036,0.0913364367957666,"ns"
"35","skin_not_sun_exposed_suprapubic","chosen_Factor",0.00422159333691335,0.920033925601398,"ns","GDF15",0.23208863952013,2.19721375415913e-08,"****"
"36","skin_sun_exposed_lower_leg","chosen_Factor",-0.0407142607450731,0.293734861064455,"ns","GDF15",0.222645276723525,6.15690805199979e-09,"****"
"37","small_intestine_terminal_ileum","chosen_Factor",0.101333726765801,0.182089229711043,"ns","GDF15",0.249580572949258,0.000865811732911356,"***"
"38","spleen","chosen_Factor",-0.263104369284705,0.000173667639823876,"***","GDF15",0.131440959918681,0.0642330162891706,"ns"
"39","stomach","chosen_Factor",-0.133433664628888,0.0193417708298253,"*","GDF15",0.15189227765014,0.0076760346690849,"**"
"40","testis","chosen_Factor",-0.104538273868055,0.0660343790126897,"ns","GDF15",0.419392290296346,1.23050816227287e-14,"****"
"41","thyroid","chosen_Factor",-0.0166626670509413,0.689334597660885,"ns","GDF15",0.444778087147356,1.99302141417484e-29,"****"
"42","uterus","chosen_Factor",-0.313091399123868,0.000338347639110625,"***","GDF15",0.242279421461664,0.00606277621699061,"**"
"43","vagina","chosen_Factor",-0.32370798960506,0.000114033089737434,"***","GDF15",0.226146209043457,0.00787840824874698,"**"
"44","whole_blood","chosen_Factor",-0.16102301709056,9.89215396744779e-06,"****","GDF15",0.201586006053195,2.79528100296524e-08,"****"
