"","Tissue","ComparisonFactor8","Spearman_Rho_chosen_Factor","P_ValueFactor8","AsterisksFactor8","Comparison_GDF15","Spearman_Rho_GDF15","P_Value_GDF15","Asterisks_GDF15"
"24","heart_left_ventricle","chosen_Factor",-0.0499158524419067,0.338973637260315,"ns","GDF15",0.320990553914715,2.73793617368817e-10,"****"
"25","kidney_cortex","chosen_Factor",0.00565051909006797,0.967968925537657,"ns","GDF15",0.125804771455299,0.369395229441814,"ns"
"26","liver","chosen_Factor",0.158151576905175,0.0280431129996427,"*","GDF15",0.162100167517196,0.0243061377490361,"*"
"27","lung","chosen_Factor",0.0551665198233489,0.205660001583484,"ns","GDF15",-0.0367533591847516,0.399334078645282,"ns"
"28","minor_salivary_gland","chosen_Factor",0.055515763263267,0.484260199436082,"ns","GDF15",-0.0401122213922727,0.613415111890649,"ns"
"29","muscle_skeletal","chosen_Factor",0.116934615887656,0.000948773462595703,"***","GDF15",0.259982478675933,9.19404908558013e-14,"****"
"30","nerve_tibial","chosen_Factor",0.0982618652613713,0.021178777906461,"*","GDF15",0.233757679010047,2.91181302835661e-08,"****"
"31","ovary","chosen_Factor",-0.100664149079264,0.194178930739514,"ns","GDF15",0.251910428283747,0.000987577828351321,"***"
"32","pancreas","chosen_Factor",-0.0815019298096224,0.159802342813909,"ns","GDF15",0.0300075470776763,0.605280428499354,"ns"
"33","pituitary","chosen_Factor",-0.0130144037710551,0.83520084082765,"ns","GDF15",0.306249057492455,5.26903823506399e-07,"****"
"34","prostate","chosen_Factor",0.248766969498322,0.000538257820150309,"***","GDF15",0.122834953792036,0.0913364367957666,"ns"
"35","skin_not_sun_exposed_suprapubic","chosen_Factor",0.0681106633629257,0.104895027225673,"ns","GDF15",0.23208863952013,2.19721375415913e-08,"****"
"36","skin_sun_exposed_lower_leg","chosen_Factor",0.090346934034931,0.0196099361446702,"*","GDF15",0.222645276723525,6.15690805199979e-09,"****"
"37","small_intestine_terminal_ileum","chosen_Factor",0.16736333193575,0.0268438786791519,"*","GDF15",0.249580572949258,0.000865811732911356,"***"
"38","spleen","chosen_Factor",0.0650672251610636,0.361204760745878,"ns","GDF15",0.131440959918681,0.0642330162891706,"ns"
"39","stomach","chosen_Factor",-0.0297287568322652,0.603844610937584,"ns","GDF15",0.15189227765014,0.0076760346690849,"**"
"40","testis","chosen_Factor",-0.0519748533501848,0.361752145847563,"ns","GDF15",0.419392290296346,1.23050816227287e-14,"****"
"41","thyroid","chosen_Factor",0.0915483339185653,0.0277480660492144,"*","GDF15",0.444778087147356,1.99302141417484e-29,"****"
"42","uterus","chosen_Factor",-0.321569962627582,0.000227367032941442,"***","GDF15",0.242279421461664,0.00606277621699061,"**"
"43","vagina","chosen_Factor",-0.25866758071755,0.00227320120160776,"**","GDF15",0.226146209043457,0.00787840824874698,"**"
"44","whole_blood","chosen_Factor",0.252106769195132,2.7999557904544e-12,"****","GDF15",0.201586006053195,2.79528100296524e-08,"****"
